# terrain-clip T1 probe. subdiv=200 tiles=2 contact_h=2.45 ambient_snow=0.77 dem=8192x4096 relief=350.0 (raw DEM, unblurred)
site	kind	x_m	y_m	field_r	facet_r	gap_m	elev_m	note
ERRINGTON_MOUTH	grid	-220	60	15102.187	15102.177	-0.010	102.19	-
ERRINGTON_MOUTH	grid	-220	80	15102.688	15102.630	-0.058	102.69	-
ERRINGTON_MOUTH	grid	-220	100	15103.128	15103.087	-0.042	103.13	-
ERRINGTON_MOUTH	grid	-220	120	15103.537	15103.538	0.001	103.54	-
ERRINGTON_MOUTH	grid	-220	140	15103.944	15103.951	0.007	103.94	-
ERRINGTON_MOUTH	grid	-220	160	15104.371	15104.391	0.019	104.37	-
ERRINGTON_MOUTH	grid	-220	180	15104.857	15104.900	0.043	104.86	-
ERRINGTON_MOUTH	grid	-220	200	15105.408	15105.508	0.100	105.41	-
ERRINGTON_MOUTH	grid	-220	220	15106.050	15106.140	0.090	106.05	-
ERRINGTON_MOUTH	grid	-220	240	15106.794	15106.850	0.056	106.79	-
ERRINGTON_MOUTH	grid	-220	260	15107.642	15107.667	0.025	107.64	-
ERRINGTON_MOUTH	grid	-220	280	15108.590	15108.612	0.023	108.59	-
ERRINGTON_MOUTH	grid	-220	300	15109.617	15109.659	0.041	109.62	-
ERRINGTON_MOUTH	grid	-220	320	15110.699	15110.753	0.054	110.70	-
ERRINGTON_MOUTH	grid	-220	340	15111.801	15111.819	0.018	111.80	-
ERRINGTON_MOUTH	grid	-220	360	15112.874	15112.762	-0.112	112.87	-
ERRINGTON_MOUTH	grid	-220	380	15113.854	15113.629	-0.225	113.85	-
ERRINGTON_MOUTH	grid	-220	400	15114.714	15114.557	-0.156	114.71	-
ERRINGTON_MOUTH	grid	-220	420	15115.351	15115.137	-0.215	115.35	-
ERRINGTON_MOUTH	grid	-220	440	15115.759	15115.406	-0.353	115.76	-
ERRINGTON_MOUTH	grid	-220	460	15115.874	15115.701	-0.172	115.87	-
ERRINGTON_MOUTH	grid	-220	480	15115.672	15115.434	-0.238	115.67	-
ERRINGTON_MOUTH	grid	-220	500	15115.159	15114.760	-0.399	115.16	-
ERRINGTON_MOUTH	grid	-200	-500	15082.570	15082.532	-0.038	82.57	-
ERRINGTON_MOUTH	grid	-200	-480	15083.050	15083.036	-0.014	83.05	-
ERRINGTON_MOUTH	grid	-200	-460	15083.522	15083.465	-0.056	83.52	-
ERRINGTON_MOUTH	grid	-200	-440	15083.981	15083.884	-0.097	83.98	-
ERRINGTON_MOUTH	grid	-200	-420	15084.410	15084.330	-0.080	84.41	-
ERRINGTON_MOUTH	grid	-200	-400	15084.791	15084.685	-0.106	84.79	-
ERRINGTON_MOUTH	grid	-200	-380	15085.125	15085.038	-0.086	85.12	-
ERRINGTON_MOUTH	grid	-200	-360	15085.404	15085.364	-0.040	85.40	-
ERRINGTON_MOUTH	grid	-200	-340	15085.630	15085.597	-0.033	85.63	-
ERRINGTON_MOUTH	grid	-200	-320	15085.836	15085.806	-0.030	85.84	-
ERRINGTON_MOUTH	grid	-200	-300	15086.031	15086.017	-0.013	86.03	-
ERRINGTON_MOUTH	grid	-200	-280	15086.259	15086.237	-0.022	86.26	-
ERRINGTON_MOUTH	grid	-200	-260	15086.567	15086.581	0.015	86.57	-
ERRINGTON_MOUTH	grid	-200	-240	15086.989	15087.050	0.061	86.99	-
ERRINGTON_MOUTH	grid	-200	-220	15087.565	15087.744	0.180	87.56	-
ERRINGTON_MOUTH	grid	-200	-200	15088.320	15088.556	0.236	88.32	-
ERRINGTON_MOUTH	grid	-200	-180	15089.260	15089.389	0.129	89.26	-
ERRINGTON_MOUTH	grid	-200	-160	15090.367	15090.408	0.041	90.37	-
ERRINGTON_MOUTH	grid	-200	-140	15091.622	15091.694	0.072	91.62	-
ERRINGTON_MOUTH	grid	-200	-120	15092.979	15093.008	0.029	92.98	-
ERRINGTON_MOUTH	grid	-200	-100	15094.383	15094.337	-0.046	94.38	-
ERRINGTON_MOUTH	grid	-200	-80	15095.784	15095.687	-0.097	95.78	-
ERRINGTON_MOUTH	grid	-200	-60	15097.123	15097.059	-0.064	97.12	-
ERRINGTON_MOUTH	grid	-200	-40	15098.369	15098.191	-0.178	98.37	-
ERRINGTON_MOUTH	grid	-200	-20	15099.483	15099.243	-0.239	99.48	-
ERRINGTON_MOUTH	grid	-200	0	15100.455	15100.333	-0.122	100.46	-
ERRINGTON_MOUTH	grid	-200	20	15101.284	15101.181	-0.103	101.28	-
ERRINGTON_MOUTH	grid	-200	40	15101.970	15101.879	-0.091	101.97	-
ERRINGTON_MOUTH	grid	-200	60	15102.545	15102.471	-0.073	102.54	-
ERRINGTON_MOUTH	grid	-200	80	15103.021	15102.926	-0.095	103.02	-
ERRINGTON_MOUTH	grid	-200	100	15103.435	15103.327	-0.108	103.44	-
ERRINGTON_MOUTH	grid	-200	120	15103.820	15103.782	-0.037	103.82	-
ERRINGTON_MOUTH	grid	-200	140	15104.201	15104.225	0.023	104.20	-
ERRINGTON_MOUTH	grid	-200	160	15104.609	15104.658	0.049	104.61	-
ERRINGTON_MOUTH	grid	-200	180	15105.075	15105.118	0.043	105.08	-
ERRINGTON_MOUTH	grid	-200	200	15105.618	15105.702	0.084	105.62	-
ERRINGTON_MOUTH	grid	-200	220	15106.260	15106.350	0.090	106.26	-
ERRINGTON_MOUTH	grid	-200	240	15107.015	15107.029	0.015	107.01	-
ERRINGTON_MOUTH	grid	-200	260	15107.889	15107.986	0.097	107.89	-
ERRINGTON_MOUTH	grid	-200	280	15108.876	15108.989	0.113	108.88	-
ERRINGTON_MOUTH	grid	-200	300	15109.961	15110.020	0.059	109.96	-
ERRINGTON_MOUTH	grid	-200	320	15111.124	15111.107	-0.018	111.12	-
ERRINGTON_MOUTH	grid	-200	340	15112.321	15112.228	-0.093	112.32	-
ERRINGTON_MOUTH	grid	-200	360	15113.509	15113.493	-0.016	113.51	-
ERRINGTON_MOUTH	grid	-200	380	15114.630	15114.491	-0.139	114.63	-
ERRINGTON_MOUTH	grid	-200	400	15115.643	15115.448	-0.194	115.64	-
ERRINGTON_MOUTH	grid	-200	420	15116.449	15116.404	-0.045	116.45	-
ERRINGTON_MOUTH	grid	-200	440	15117.037	15116.739	-0.297	117.04	-
ERRINGTON_MOUTH	grid	-200	460	15117.332	15116.981	-0.352	117.33	-
ERRINGTON_MOUTH	grid	-200	480	15117.306	15117.242	-0.065	117.31	-
ERRINGTON_MOUTH	grid	-200	500	15116.957	15116.565	-0.392	116.96	-
ERRINGTON_MOUTH	grid	-180	-500	15081.851	15081.877	0.026	81.85	-
ERRINGTON_MOUTH	grid	-180	-480	15082.283	15082.261	-0.023	82.28	-
ERRINGTON_MOUTH	grid	-180	-460	15082.718	15082.664	-0.054	82.72	-
ERRINGTON_MOUTH	grid	-180	-440	15083.148	15083.060	-0.088	83.15	-
ERRINGTON_MOUTH	grid	-180	-420	15083.553	15083.484	-0.070	83.55	-
ERRINGTON_MOUTH	grid	-180	-400	15083.928	15083.917	-0.011	83.93	-
ERRINGTON_MOUTH	grid	-180	-380	15084.263	15084.183	-0.080	84.26	-
ERRINGTON_MOUTH	grid	-180	-360	15084.560	15084.476	-0.084	84.56	-
ERRINGTON_MOUTH	grid	-180	-340	15084.819	15084.786	-0.034	84.82	-
ERRINGTON_MOUTH	grid	-180	-320	15085.067	15085.017	-0.050	85.07	-
ERRINGTON_MOUTH	grid	-180	-300	15085.320	15085.276	-0.044	85.32	-
ERRINGTON_MOUTH	grid	-180	-280	15085.621	15085.651	0.030	85.62	-
ERRINGTON_MOUTH	grid	-180	-260	15086.004	15086.220	0.217	86.00	-
ERRINGTON_MOUTH	grid	-180	-240	15086.512	15086.714	0.201	86.51	-
ERRINGTON_MOUTH	grid	-180	-220	15087.180	15087.219	0.039	87.18	-
ERRINGTON_MOUTH	grid	-180	-200	15088.023	15088.031	0.008	88.02	-
ERRINGTON_MOUTH	grid	-180	-180	15089.051	15089.112	0.060	89.05	-
ERRINGTON_MOUTH	grid	-180	-160	15090.253	15090.276	0.023	90.25	-
ERRINGTON_MOUTH	grid	-180	-140	15091.593	15091.675	0.082	91.59	-
ERRINGTON_MOUTH	grid	-180	-120	15093.031	15093.101	0.070	93.03	-
ERRINGTON_MOUTH	grid	-180	-100	15094.509	15094.506	-0.003	94.51	-
ERRINGTON_MOUTH	grid	-180	-80	15095.979	15095.844	-0.134	95.98	-
ERRINGTON_MOUTH	grid	-180	-60	15097.376	15097.205	-0.171	97.38	-
ERRINGTON_MOUTH	grid	-180	-40	15098.668	15098.588	-0.080	98.67	-
ERRINGTON_MOUTH	grid	-180	-20	15099.824	15099.612	-0.212	99.82	-
ERRINGTON_MOUTH	grid	-180	0	15100.824	15100.663	-0.161	100.82	-
ERRINGTON_MOUTH	grid	-180	20	15101.668	15101.625	-0.044	101.67	-
ERRINGTON_MOUTH	grid	-180	40	15102.362	15102.158	-0.203	102.36	-
ERRINGTON_MOUTH	grid	-180	60	15102.934	15102.750	-0.183	102.93	-
ERRINGTON_MOUTH	grid	-180	80	15103.402	15103.361	-0.041	103.40	-
ERRINGTON_MOUTH	grid	-180	100	15103.802	15103.762	-0.039	103.80	-
ERRINGTON_MOUTH	grid	-180	120	15104.164	15104.147	-0.017	104.16	-
ERRINGTON_MOUTH	grid	-180	140	15104.526	15104.522	-0.004	104.53	-
ERRINGTON_MOUTH	grid	-180	160	15104.910	15104.953	0.043	104.91	-
ERRINGTON_MOUTH	grid	-180	180	15105.360	15105.410	0.050	105.36	-
ERRINGTON_MOUTH	grid	-180	200	15105.890	15105.909	0.019	105.89	-
ERRINGTON_MOUTH	grid	-180	220	15106.526	15106.605	0.079	106.53	-
ERRINGTON_MOUTH	grid	-180	240	15107.283	15107.389	0.106	107.28	-
ERRINGTON_MOUTH	grid	-180	260	15108.165	15108.227	0.061	108.17	-
ERRINGTON_MOUTH	grid	-180	280	15109.178	15109.283	0.105	109.18	-
ERRINGTON_MOUTH	grid	-180	300	15110.301	15110.366	0.065	110.30	-
ERRINGTON_MOUTH	grid	-180	320	15111.519	15111.527	0.008	111.52	-
ERRINGTON_MOUTH	grid	-180	340	15112.790	15112.773	-0.017	112.79	-
ERRINGTON_MOUTH	grid	-180	360	15114.075	15114.043	-0.032	114.08	-
ERRINGTON_MOUTH	grid	-180	380	15115.312	15115.260	-0.051	115.31	-
ERRINGTON_MOUTH	grid	-180	400	15116.460	15116.232	-0.228	116.46	-
ERRINGTON_MOUTH	grid	-180	420	15117.425	15117.233	-0.191	117.42	-
ERRINGTON_MOUTH	grid	-180	440	15118.182	15118.029	-0.154	118.18	-
ERRINGTON_MOUTH	grid	-180	460	15118.658	15118.255	-0.403	118.66	-
ERRINGTON_MOUTH	grid	-180	480	15118.815	15118.515	-0.300	118.82	-
ERRINGTON_MOUTH	grid	-180	500	15118.645	15118.452	-0.194	118.65	-
ERRINGTON_MOUTH	grid	-160	-500	15081.178	15081.133	-0.045	81.18	-
ERRINGTON_MOUTH	grid	-160	-480	15081.557	15081.482	-0.075	81.56	-
ERRINGTON_MOUTH	grid	-160	-460	15081.942	15081.892	-0.050	81.94	-
ERRINGTON_MOUTH	grid	-160	-440	15082.330	15082.308	-0.022	82.33	-
ERRINGTON_MOUTH	grid	-160	-420	15082.704	15082.680	-0.023	82.70	-
ERRINGTON_MOUTH	grid	-160	-400	15083.060	15083.016	-0.044	83.06	-
ERRINGTON_MOUTH	grid	-160	-380	15083.387	15083.330	-0.057	83.39	-
ERRINGTON_MOUTH	grid	-160	-360	15083.691	15083.621	-0.070	83.69	-
ERRINGTON_MOUTH	grid	-160	-340	15083.972	15083.937	-0.035	83.97	-
ERRINGTON_MOUTH	grid	-160	-320	15084.256	15084.261	0.006	84.26	-
ERRINGTON_MOUTH	grid	-160	-300	15084.556	15084.605	0.049	84.56	-
ERRINGTON_MOUTH	grid	-160	-280	15084.919	15084.976	0.058	84.92	-
ERRINGTON_MOUTH	grid	-160	-260	15085.372	15085.443	0.072	85.37	-
ERRINGTON_MOUTH	grid	-160	-240	15085.958	15086.039	0.081	85.96	-
ERRINGTON_MOUTH	grid	-160	-220	15086.704	15086.723	0.018	86.70	-
ERRINGTON_MOUTH	grid	-160	-200	15087.636	15087.767	0.131	87.64	-
ERRINGTON_MOUTH	grid	-160	-180	15088.752	15089.028	0.276	88.75	-
ERRINGTON_MOUTH	grid	-160	-160	15090.040	15090.188	0.149	90.04	-
ERRINGTON_MOUTH	grid	-160	-140	15091.462	15091.454	-0.008	91.46	-
ERRINGTON_MOUTH	grid	-160	-120	15092.983	15092.893	-0.090	92.98	-
ERRINGTON_MOUTH	grid	-160	-100	15094.538	15094.449	-0.090	94.54	-
ERRINGTON_MOUTH	grid	-160	-80	15096.085	15095.952	-0.133	96.08	-
ERRINGTON_MOUTH	grid	-160	-60	15097.547	15097.342	-0.204	97.55	-
ERRINGTON_MOUTH	grid	-160	-40	15098.902	15098.760	-0.142	98.90	-
ERRINGTON_MOUTH	grid	-160	-20	15100.105	15100.031	-0.074	100.10	-
ERRINGTON_MOUTH	grid	-160	0	15101.144	15100.907	-0.237	101.14	-
ERRINGTON_MOUTH	grid	-160	20	15102.023	15101.811	-0.212	102.02	-
ERRINGTON_MOUTH	grid	-160	40	15102.737	15102.590	-0.147	102.74	-
ERRINGTON_MOUTH	grid	-160	60	15103.320	15103.145	-0.175	103.32	-
ERRINGTON_MOUTH	grid	-160	80	15103.790	15103.726	-0.064	103.79	-
ERRINGTON_MOUTH	grid	-160	100	15104.188	15104.147	-0.041	104.19	-
ERRINGTON_MOUTH	grid	-160	120	15104.542	15104.495	-0.047	104.54	-
ERRINGTON_MOUTH	grid	-160	140	15104.890	15104.868	-0.022	104.89	-
ERRINGTON_MOUTH	grid	-160	160	15105.263	15105.281	0.019	105.26	-
ERRINGTON_MOUTH	grid	-160	180	15105.696	15105.739	0.043	105.70	-
ERRINGTON_MOUTH	grid	-160	200	15106.214	15106.269	0.055	106.21	-
ERRINGTON_MOUTH	grid	-160	220	15106.841	15106.938	0.096	106.84	-
ERRINGTON_MOUTH	grid	-160	240	15107.593	15107.758	0.165	107.59	-
ERRINGTON_MOUTH	grid	-160	260	15108.476	15108.586	0.109	108.48	-
ERRINGTON_MOUTH	grid	-160	280	15109.503	15109.532	0.029	109.50	-
ERRINGTON_MOUTH	grid	-160	300	15110.647	15110.716	0.069	110.65	-
ERRINGTON_MOUTH	grid	-160	320	15111.902	15111.959	0.058	111.90	-
ERRINGTON_MOUTH	grid	-160	340	15113.229	15113.238	0.010	113.23	-
ERRINGTON_MOUTH	grid	-160	360	15114.587	15114.553	-0.034	114.59	-
ERRINGTON_MOUTH	grid	-160	380	15115.921	15115.894	-0.027	115.92	-
ERRINGTON_MOUTH	grid	-160	400	15117.187	15117.035	-0.152	117.19	-
ERRINGTON_MOUTH	grid	-160	420	15118.293	15118.042	-0.251	118.29	-
ERRINGTON_MOUTH	grid	-160	440	15119.207	15119.076	-0.131	119.21	-
ERRINGTON_MOUTH	grid	-160	460	15119.862	15119.582	-0.281	119.86	-
ERRINGTON_MOUTH	grid	-160	480	15120.201	15119.835	-0.367	120.20	-
ERRINGTON_MOUTH	grid	-160	500	15120.220	15120.067	-0.153	120.22	-
ERRINGTON_MOUTH	grid	-140	-500	15080.565	15080.536	-0.029	80.56	-
ERRINGTON_MOUTH	grid	-140	-480	15080.882	15080.877	-0.006	80.88	-
ERRINGTON_MOUTH	grid	-140	-460	15081.209	15081.247	0.038	81.21	-
ERRINGTON_MOUTH	grid	-140	-440	15081.553	15081.542	-0.011	81.55	-
ERRINGTON_MOUTH	grid	-140	-420	15081.886	15081.817	-0.069	81.89	-
ERRINGTON_MOUTH	grid	-140	-400	15082.211	15082.128	-0.082	82.21	-
ERRINGTON_MOUTH	grid	-140	-380	15082.523	15082.490	-0.032	82.52	-
ERRINGTON_MOUTH	grid	-140	-360	15082.821	15082.799	-0.022	82.82	-
ERRINGTON_MOUTH	grid	-140	-340	15083.117	15083.106	-0.011	83.12	-
ERRINGTON_MOUTH	grid	-140	-320	15083.421	15083.436	0.015	83.42	-
ERRINGTON_MOUTH	grid	-140	-300	15083.760	15083.833	0.073	83.76	-
ERRINGTON_MOUTH	grid	-140	-280	15084.172	15084.268	0.097	84.17	-
ERRINGTON_MOUTH	grid	-140	-260	15084.686	15084.730	0.044	84.69	-
ERRINGTON_MOUTH	grid	-140	-240	15085.338	15085.456	0.118	85.34	-
ERRINGTON_MOUTH	grid	-140	-220	15086.156	15086.341	0.185	86.16	-
ERRINGTON_MOUTH	grid	-140	-200	15087.162	15087.253	0.090	87.16	-
ERRINGTON_MOUTH	grid	-140	-180	15088.353	15088.444	0.091	88.35	-
ERRINGTON_MOUTH	grid	-140	-160	15089.714	15089.757	0.043	89.71	-
ERRINGTON_MOUTH	grid	-140	-140	15091.218	15091.199	-0.019	91.22	-
ERRINGTON_MOUTH	grid	-140	-120	15092.812	15092.802	-0.010	92.81	-
ERRINGTON_MOUTH	grid	-140	-100	15094.444	15094.399	-0.045	94.44	-
ERRINGTON_MOUTH	grid	-140	-80	15096.059	15095.982	-0.078	96.06	-
ERRINGTON_MOUTH	grid	-140	-60	15097.594	15097.434	-0.160	97.59	-
ERRINGTON_MOUTH	grid	-140	-40	15099.013	15098.795	-0.218	99.01	-
ERRINGTON_MOUTH	grid	-140	-20	15100.282	15100.110	-0.171	100.28	-
ERRINGTON_MOUTH	grid	-140	0	15101.373	15101.116	-0.257	101.37	-
ERRINGTON_MOUTH	grid	-140	20	15102.300	15102.018	-0.282	102.30	-
ERRINGTON_MOUTH	grid	-140	40	15103.048	15102.948	-0.100	103.05	-
ERRINGTON_MOUTH	grid	-140	60	15103.662	15103.562	-0.100	103.66	-
ERRINGTON_MOUTH	grid	-140	80	15104.151	15104.008	-0.143	104.15	-
ERRINGTON_MOUTH	grid	-140	100	15104.560	15104.481	-0.079	104.56	-
ERRINGTON_MOUTH	grid	-140	120	15104.922	15104.866	-0.056	104.92	-
ERRINGTON_MOUTH	grid	-140	140	15105.273	15105.241	-0.032	105.27	-
ERRINGTON_MOUTH	grid	-140	160	15105.645	15105.644	-0.001	105.65	-
ERRINGTON_MOUTH	grid	-140	180	15106.077	15106.162	0.085	106.08	-
ERRINGTON_MOUTH	grid	-140	200	15106.586	15106.700	0.114	106.59	-
ERRINGTON_MOUTH	grid	-140	220	15107.209	15107.265	0.055	107.21	-
ERRINGTON_MOUTH	grid	-140	240	15107.956	15108.044	0.088	107.96	-
ERRINGTON_MOUTH	grid	-140	260	15108.837	15108.913	0.076	108.84	-
ERRINGTON_MOUTH	grid	-140	280	15109.867	15109.915	0.048	109.87	-
ERRINGTON_MOUTH	grid	-140	300	15111.027	15111.141	0.114	111.03	-
ERRINGTON_MOUTH	grid	-140	320	15112.302	15112.421	0.119	112.30	-
ERRINGTON_MOUTH	grid	-140	340	15113.665	15113.691	0.027	113.66	-
ERRINGTON_MOUTH	grid	-140	360	15115.078	15115.009	-0.069	115.08	-
ERRINGTON_MOUTH	grid	-140	380	15116.487	15116.411	-0.076	116.49	-
ERRINGTON_MOUTH	grid	-140	400	15117.848	15117.839	-0.008	117.85	-
ERRINGTON_MOUTH	grid	-140	420	15119.079	15118.864	-0.215	119.08	-
ERRINGTON_MOUTH	grid	-140	440	15120.138	15119.905	-0.232	120.14	-
ERRINGTON_MOUTH	grid	-140	460	15120.954	15120.935	-0.019	120.95	-
ERRINGTON_MOUTH	grid	-140	480	15121.474	15121.108	-0.366	121.47	-
ERRINGTON_MOUTH	grid	-140	500	15121.684	15121.309	-0.375	121.68	-
ERRINGTON_MOUTH	grid	-120	-500	15080.029	15080.023	-0.006	80.03	-
ERRINGTON_MOUTH	grid	-120	-480	15080.281	15080.272	-0.009	80.28	-
ERRINGTON_MOUTH	grid	-120	-460	15080.549	15080.523	-0.025	80.55	-
ERRINGTON_MOUTH	grid	-120	-440	15080.833	15080.802	-0.031	80.83	-
ERRINGTON_MOUTH	grid	-120	-420	15081.121	15081.100	-0.021	81.12	-
ERRINGTON_MOUTH	grid	-120	-400	15081.411	15081.397	-0.015	81.41	-
ERRINGTON_MOUTH	grid	-120	-380	15081.697	15081.709	0.013	81.70	-
ERRINGTON_MOUTH	grid	-120	-360	15081.981	15081.989	0.008	81.98	-
ERRINGTON_MOUTH	grid	-120	-340	15082.279	15082.292	0.013	82.28	-
ERRINGTON_MOUTH	grid	-120	-320	15082.598	15082.623	0.025	82.60	-
ERRINGTON_MOUTH	grid	-120	-300	15082.966	15082.986	0.021	82.97	-
ERRINGTON_MOUTH	grid	-120	-280	15083.410	15083.429	0.019	83.41	-
ERRINGTON_MOUTH	grid	-120	-260	15083.969	15084.058	0.088	83.97	-
ERRINGTON_MOUTH	grid	-120	-240	15084.673	15084.744	0.071	84.67	-
ERRINGTON_MOUTH	grid	-120	-220	15085.546	15085.760	0.214	85.55	-
ERRINGTON_MOUTH	grid	-120	-200	15086.610	15086.802	0.192	86.61	-
ERRINGTON_MOUTH	grid	-120	-180	15087.863	15087.863	0.000	87.86	-
ERRINGTON_MOUTH	grid	-120	-160	15089.285	15089.356	0.071	89.28	-
ERRINGTON_MOUTH	grid	-120	-140	15090.850	15090.887	0.036	90.85	-
ERRINGTON_MOUTH	grid	-120	-120	15092.509	15092.449	-0.060	92.51	-
ERRINGTON_MOUTH	grid	-120	-100	15094.206	15094.096	-0.109	94.21	-
ERRINGTON_MOUTH	grid	-120	-80	15095.890	15095.771	-0.119	95.89	-
ERRINGTON_MOUTH	grid	-120	-60	15097.492	15097.408	-0.084	97.49	-
ERRINGTON_MOUTH	grid	-120	-40	15098.982	15098.731	-0.251	98.98	-
ERRINGTON_MOUTH	grid	-120	-20	15100.315	15100.047	-0.268	100.32	-
ERRINGTON_MOUTH	grid	-120	0	15101.472	15101.353	-0.119	101.47	-
ERRINGTON_MOUTH	grid	-120	20	15102.457	15102.256	-0.202	102.46	-
ERRINGTON_MOUTH	grid	-120	40	15103.258	15103.060	-0.198	103.26	-
ERRINGTON_MOUTH	grid	-120	60	15103.917	15103.816	-0.101	103.92	-
ERRINGTON_MOUTH	grid	-120	80	15104.450	15104.283	-0.167	104.45	-
ERRINGTON_MOUTH	grid	-120	100	15104.890	15104.776	-0.113	104.89	-
ERRINGTON_MOUTH	grid	-120	120	15105.280	15105.263	-0.017	105.28	-
ERRINGTON_MOUTH	grid	-120	140	15105.647	15105.642	-0.005	105.65	-
ERRINGTON_MOUTH	grid	-120	160	15106.033	15106.050	0.017	106.03	-
ERRINGTON_MOUTH	grid	-120	180	15106.474	15106.502	0.029	106.47	-
ERRINGTON_MOUTH	grid	-120	200	15106.993	15107.075	0.083	106.99	-
ERRINGTON_MOUTH	grid	-120	220	15107.615	15107.675	0.060	107.61	-
ERRINGTON_MOUTH	grid	-120	240	15108.365	15108.418	0.053	108.36	-
ERRINGTON_MOUTH	grid	-120	260	15109.243	15109.407	0.163	109.24	-
ERRINGTON_MOUTH	grid	-120	280	15110.272	15110.409	0.137	110.27	-
ERRINGTON_MOUTH	grid	-120	300	15111.434	15111.493	0.059	111.43	-
ERRINGTON_MOUTH	grid	-120	320	15112.720	15112.776	0.055	112.72	-
ERRINGTON_MOUTH	grid	-120	340	15114.107	15114.134	0.027	114.11	-
ERRINGTON_MOUTH	grid	-120	360	15115.555	15115.555	0.000	115.55	-
ERRINGTON_MOUTH	grid	-120	380	15117.025	15116.969	-0.056	117.03	-
ERRINGTON_MOUTH	grid	-120	400	15118.464	15118.402	-0.062	118.46	-
ERRINGTON_MOUTH	grid	-120	420	15119.797	15119.701	-0.096	119.80	-
ERRINGTON_MOUTH	grid	-120	440	15120.983	15120.727	-0.256	120.98	-
ERRINGTON_MOUTH	grid	-120	460	15121.953	15121.757	-0.196	121.95	-
ERRINGTON_MOUTH	grid	-120	480	15122.646	15122.429	-0.217	122.65	-
ERRINGTON_MOUTH	grid	-120	500	15123.037	15122.607	-0.430	123.04	-
ERRINGTON_MOUTH	grid	-100	-500	15079.577	15079.609	0.033	79.58	-
ERRINGTON_MOUTH	grid	-100	-480	15079.760	15079.758	-0.002	79.76	-
ERRINGTON_MOUTH	grid	-100	-460	15079.966	15079.947	-0.020	79.97	-
ERRINGTON_MOUTH	grid	-100	-440	15080.193	15080.171	-0.022	80.19	-
ERRINGTON_MOUTH	grid	-100	-420	15080.428	15080.422	-0.006	80.43	-
ERRINGTON_MOUTH	grid	-100	-400	15080.677	15080.668	-0.009	80.68	-
ERRINGTON_MOUTH	grid	-100	-380	15080.928	15080.922	-0.007	80.93	-
ERRINGTON_MOUTH	grid	-100	-360	15081.196	15081.203	0.006	81.20	-
ERRINGTON_MOUTH	grid	-100	-340	15081.483	15081.508	0.025	81.48	-
ERRINGTON_MOUTH	grid	-100	-320	15081.800	15081.838	0.038	81.80	-
ERRINGTON_MOUTH	grid	-100	-300	15082.187	15082.223	0.036	82.19	-
ERRINGTON_MOUTH	grid	-100	-280	15082.655	15082.773	0.119	82.65	-
ERRINGTON_MOUTH	grid	-100	-260	15083.243	15083.472	0.229	83.24	-
ERRINGTON_MOUTH	grid	-100	-240	15083.979	15084.127	0.148	83.98	-
ERRINGTON_MOUTH	grid	-100	-220	15084.889	15084.955	0.066	84.89	-
ERRINGTON_MOUTH	grid	-100	-200	15085.995	15086.072	0.077	86.00	-
ERRINGTON_MOUTH	grid	-100	-180	15087.284	15087.353	0.069	87.28	-
ERRINGTON_MOUTH	grid	-100	-160	15088.754	15088.794	0.039	88.75	-
ERRINGTON_MOUTH	grid	-100	-140	15090.362	15090.443	0.080	90.36	-
ERRINGTON_MOUTH	grid	-100	-120	15092.067	15092.119	0.052	92.07	-
ERRINGTON_MOUTH	grid	-100	-100	15093.819	15093.759	-0.061	93.82	-
ERRINGTON_MOUTH	grid	-100	-80	15095.561	15095.386	-0.175	95.56	-
ERRINGTON_MOUTH	grid	-100	-60	15097.229	15097.041	-0.188	97.23	-
ERRINGTON_MOUTH	grid	-100	-40	15098.787	15098.571	-0.216	98.79	-
ERRINGTON_MOUTH	grid	-100	-20	15100.190	15099.921	-0.270	100.19	-
ERRINGTON_MOUTH	grid	-100	0	15101.418	15101.272	-0.146	101.42	-
ERRINGTON_MOUTH	grid	-100	20	15102.476	15102.308	-0.169	102.48	-
ERRINGTON_MOUTH	grid	-100	40	15103.341	15103.090	-0.251	103.34	-
ERRINGTON_MOUTH	grid	-100	60	15104.067	15103.880	-0.188	104.07	-
ERRINGTON_MOUTH	grid	-100	80	15104.654	15104.538	-0.116	104.65	-
ERRINGTON_MOUTH	grid	-100	100	15105.147	15105.029	-0.118	105.15	-
ERRINGTON_MOUTH	grid	-100	120	15105.586	15105.519	-0.067	105.59	-
ERRINGTON_MOUTH	grid	-100	140	15105.995	15105.994	-0.001	106.00	-
ERRINGTON_MOUTH	grid	-100	160	15106.417	15106.449	0.032	106.42	-
ERRINGTON_MOUTH	grid	-100	180	15106.884	15106.919	0.035	106.88	-
ERRINGTON_MOUTH	grid	-100	200	15107.423	15107.438	0.015	107.42	-
ERRINGTON_MOUTH	grid	-100	220	15108.059	15108.156	0.097	108.06	-
ERRINGTON_MOUTH	grid	-100	240	15108.813	15108.904	0.091	108.81	-
ERRINGTON_MOUTH	grid	-100	260	15109.698	15109.814	0.116	109.70	-
ERRINGTON_MOUTH	grid	-100	280	15110.727	15110.857	0.131	110.73	-
ERRINGTON_MOUTH	grid	-100	300	15111.889	15111.927	0.039	111.89	-
ERRINGTON_MOUTH	grid	-100	320	15113.179	15113.242	0.064	113.18	-
ERRINGTON_MOUTH	grid	-100	340	15114.576	15114.651	0.075	114.58	-
ERRINGTON_MOUTH	grid	-100	360	15116.049	15116.086	0.037	116.05	-
