# terrain-clip T1 probe. subdiv=200 tiles=2 contact_h=2.45 ambient_snow=0.77 dem=8192x4096 relief=350.0 (raw DEM, unblurred)
site	kind	x_m	y_m	field_r	facet_r	gap_m	elev_m	note
MURRAY_MOUTH	grid	-500	-500	15139.653	15139.607	-0.045	139.65	-
MURRAY_MOUTH	grid	-500	-480	15139.653	15139.599	-0.054	139.65	-
MURRAY_MOUTH	grid	-500	-460	15139.653	15139.620	-0.033	139.65	-
MURRAY_MOUTH	grid	-500	-440	15139.653	15139.616	-0.037	139.65	-
MURRAY_MOUTH	grid	-500	-420	15139.653	15139.612	-0.041	139.65	-
MURRAY_MOUTH	grid	-500	-400	15139.653	15139.636	-0.017	139.65	-
MURRAY_MOUTH	grid	-500	-380	15139.653	15139.632	-0.021	139.65	-
MURRAY_MOUTH	grid	-500	-360	15139.653	15139.648	-0.005	139.65	-
MURRAY_MOUTH	grid	-500	-340	15139.653	15139.693	0.040	139.65	-
MURRAY_MOUTH	grid	-500	-320	15139.905	15140.115	0.210	139.90	-
MURRAY_MOUTH	grid	-500	-300	15140.659	15140.785	0.126	140.66	-
MURRAY_MOUTH	grid	-500	-280	15141.314	15141.482	0.168	141.31	-
MURRAY_MOUTH	grid	-500	-260	15142.035	15142.261	0.226	142.04	-
MURRAY_MOUTH	grid	-500	-240	15142.853	15143.056	0.203	142.85	-
MURRAY_MOUTH	grid	-500	-220	15143.701	15143.865	0.164	143.70	-
MURRAY_MOUTH	grid	-500	-200	15144.561	15145.025	0.464	144.56	-
MURRAY_MOUTH	grid	-500	-180	15145.440	15146.315	0.875	145.44	-
MURRAY_MOUTH	grid	-500	-160	15148.148	15148.193	0.046	148.15	-
MURRAY_MOUTH	grid	-500	-140	15147.768	15147.927	0.159	147.77	-
MURRAY_MOUTH	grid	-500	-120	15147.195	15147.413	0.218	147.20	-
MURRAY_MOUTH	grid	-500	-100	15146.747	15146.855	0.109	146.75	-
MURRAY_MOUTH	grid	-500	-80	15146.479	15146.724	0.245	146.48	-
MURRAY_MOUTH	grid	-500	-60	15146.453	15146.659	0.205	146.45	-
MURRAY_MOUTH	grid	-500	-40	15146.680	15146.705	0.025	146.68	-
MURRAY_MOUTH	grid	-500	-20	15147.161	15147.450	0.289	147.16	-
MURRAY_MOUTH	grid	-500	0	15147.909	15148.180	0.270	147.91	-
MURRAY_MOUTH	grid	-500	20	15148.864	15148.936	0.072	148.86	-
MURRAY_MOUTH	grid	-500	40	15149.966	15150.336	0.369	149.97	-
MURRAY_MOUTH	grid	-500	60	15151.151	15151.367	0.217	151.15	-
MURRAY_MOUTH	grid	-500	80	15152.336	15152.428	0.092	152.34	-
MURRAY_MOUTH	grid	-500	100	15153.453	15153.558	0.106	153.45	-
MURRAY_MOUTH	grid	-500	120	15154.433	15154.501	0.068	154.43	-
MURRAY_MOUTH	grid	-500	140	15155.212	15155.284	0.072	155.21	-
MURRAY_MOUTH	grid	-500	160	15155.783	15155.675	-0.108	155.78	-
MURRAY_MOUTH	grid	-500	180	15156.130	15156.093	-0.036	156.13	-
MURRAY_MOUTH	grid	-500	200	15156.260	15156.298	0.038	156.26	-
MURRAY_MOUTH	grid	-500	220	15156.198	15156.082	-0.117	156.20	-
MURRAY_MOUTH	grid	-500	240	15155.989	15155.892	-0.097	155.99	-
MURRAY_MOUTH	grid	-500	260	15155.677	15155.675	-0.003	155.68	-
MURRAY_MOUTH	grid	-500	280	15155.283	15155.221	-0.063	155.28	-
MURRAY_MOUTH	grid	-500	300	15154.852	15154.806	-0.046	154.85	-
MURRAY_MOUTH	grid	-500	320	15154.400	15154.380	-0.019	154.40	-
MURRAY_MOUTH	grid	-500	340	15153.938	15153.847	-0.091	153.94	-
MURRAY_MOUTH	grid	-500	360	15153.464	15153.385	-0.079	153.46	-
MURRAY_MOUTH	grid	-500	380	15152.959	15152.885	-0.073	152.96	-
MURRAY_MOUTH	grid	-500	400	15152.411	15152.111	-0.300	152.41	-
MURRAY_MOUTH	grid	-500	420	15151.789	15151.568	-0.221	151.79	-
MURRAY_MOUTH	grid	-500	440	15151.071	15150.939	-0.132	151.07	-
MURRAY_MOUTH	grid	-500	460	15150.239	15149.869	-0.370	150.24	-
MURRAY_MOUTH	grid	-500	480	15149.267	15148.919	-0.349	149.27	-
MURRAY_MOUTH	grid	-500	500	15148.153	15148.033	-0.119	148.15	-
MURRAY_MOUTH	grid	-480	-500	15139.653	15139.638	-0.015	139.65	-
MURRAY_MOUTH	grid	-480	-480	15139.653	15139.621	-0.032	139.65	-
MURRAY_MOUTH	grid	-480	-460	15139.653	15139.625	-0.027	139.65	-
MURRAY_MOUTH	grid	-480	-440	15139.653	15139.623	-0.030	139.65	-
MURRAY_MOUTH	grid	-480	-420	15139.653	15139.605	-0.048	139.65	-
MURRAY_MOUTH	grid	-480	-400	15139.653	15139.614	-0.039	139.65	-
MURRAY_MOUTH	grid	-480	-380	15139.653	15139.693	0.040	139.65	-
MURRAY_MOUTH	grid	-480	-360	15139.653	15139.803	0.150	139.65	-
MURRAY_MOUTH	grid	-480	-340	15139.653	15139.847	0.195	139.65	-
MURRAY_MOUTH	grid	-480	-320	15139.660	15140.114	0.454	139.66	-
MURRAY_MOUTH	grid	-480	-300	15140.105	15140.598	0.493	140.11	-
MURRAY_MOUTH	grid	-480	-280	15140.913	15141.245	0.332	140.91	-
MURRAY_MOUTH	grid	-480	-260	15141.780	15142.006	0.226	141.78	-
MURRAY_MOUTH	grid	-480	-240	15142.668	15142.825	0.157	142.67	-
MURRAY_MOUTH	grid	-480	-220	15143.565	15143.667	0.102	143.57	-
MURRAY_MOUTH	grid	-480	-200	15144.456	15144.727	0.271	144.46	-
MURRAY_MOUTH	grid	-480	-180	15145.350	15145.972	0.622	145.35	-
MURRAY_MOUTH	grid	-480	-160	15147.249	15147.229	-0.020	147.25	-
MURRAY_MOUTH	grid	-480	-140	15147.326	15147.445	0.119	147.33	-
MURRAY_MOUTH	grid	-480	-120	15146.847	15147.041	0.194	146.85	-
MURRAY_MOUTH	grid	-480	-100	15146.522	15146.663	0.141	146.52	-
MURRAY_MOUTH	grid	-480	-80	15146.390	15146.850	0.460	146.39	-
MURRAY_MOUTH	grid	-480	-60	15146.495	15146.995	0.500	146.49	-
MURRAY_MOUTH	grid	-480	-40	15146.876	15147.119	0.243	146.88	-
MURRAY_MOUTH	grid	-480	-20	15147.550	15148.010	0.460	147.55	-
MURRAY_MOUTH	grid	-480	0	15148.485	15149.121	0.636	148.48	-
MURRAY_MOUTH	grid	-480	20	15149.649	15149.877	0.228	149.65	-
MURRAY_MOUTH	grid	-480	40	15150.985	15151.191	0.206	150.99	-
MURRAY_MOUTH	grid	-480	60	15152.405	15152.724	0.319	152.41	-
MURRAY_MOUTH	grid	-480	80	15153.842	15153.976	0.133	153.84	-
MURRAY_MOUTH	grid	-480	100	15155.206	15155.096	-0.109	155.21	-
MURRAY_MOUTH	grid	-480	120	15156.413	15156.255	-0.159	156.41	-
MURRAY_MOUTH	grid	-480	140	15157.421	15157.440	0.019	157.42	-
MURRAY_MOUTH	grid	-480	160	15158.202	15157.929	-0.274	158.20	-
MURRAY_MOUTH	grid	-480	180	15158.717	15158.422	-0.295	158.72	-
MURRAY_MOUTH	grid	-480	200	15158.992	15158.943	-0.049	158.99	-
MURRAY_MOUTH	grid	-480	220	15159.058	15158.935	-0.124	159.06	-
MURRAY_MOUTH	grid	-480	240	15158.939	15158.791	-0.148	158.94	-
MURRAY_MOUTH	grid	-480	260	15158.677	15158.675	-0.002	158.68	-
MURRAY_MOUTH	grid	-480	280	15158.323	15158.253	-0.070	158.32	-
MURRAY_MOUTH	grid	-480	300	15157.904	15157.826	-0.077	157.90	-
MURRAY_MOUTH	grid	-480	320	15157.445	15157.439	-0.006	157.44	-
MURRAY_MOUTH	grid	-480	340	15156.956	15156.855	-0.101	156.96	-
MURRAY_MOUTH	grid	-480	360	15156.439	15156.272	-0.166	156.44	-
MURRAY_MOUTH	grid	-480	380	15155.879	15155.837	-0.042	155.88	-
MURRAY_MOUTH	grid	-480	400	15155.262	15155.097	-0.165	155.26	-
MURRAY_MOUTH	grid	-480	420	15154.563	15154.349	-0.214	154.56	-
MURRAY_MOUTH	grid	-480	440	15153.763	15153.704	-0.059	153.76	-
MURRAY_MOUTH	grid	-480	460	15152.827	15152.677	-0.151	152.83	-
MURRAY_MOUTH	grid	-480	480	15151.758	15151.632	-0.126	151.76	-
MURRAY_MOUTH	grid	-480	500	15150.542	15150.524	-0.018	150.54	-
MURRAY_MOUTH	grid	-460	-500	15139.653	15139.624	-0.029	139.65	-
MURRAY_MOUTH	grid	-460	-480	15139.653	15139.597	-0.056	139.65	-
MURRAY_MOUTH	grid	-460	-460	15139.653	15139.601	-0.052	139.65	-
MURRAY_MOUTH	grid	-460	-440	15139.653	15139.619	-0.034	139.65	-
MURRAY_MOUTH	grid	-460	-420	15139.653	15139.597	-0.056	139.65	-
MURRAY_MOUTH	grid	-460	-400	15139.653	15139.603	-0.050	139.65	-
MURRAY_MOUTH	grid	-460	-380	15139.653	15139.658	0.005	139.65	-
MURRAY_MOUTH	grid	-460	-360	15139.653	15139.814	0.161	139.65	-
MURRAY_MOUTH	grid	-460	-340	15139.655	15139.997	0.342	139.65	-
MURRAY_MOUTH	grid	-460	-320	15140.020	15140.195	0.176	140.02	-
MURRAY_MOUTH	grid	-460	-300	15140.270	15140.680	0.410	140.27	-
MURRAY_MOUTH	grid	-460	-280	15140.980	15141.190	0.210	140.98	-
MURRAY_MOUTH	grid	-460	-260	15141.841	15141.838	-0.002	141.84	-
MURRAY_MOUTH	grid	-460	-240	15142.713	15142.727	0.014	142.71	-
MURRAY_MOUTH	grid	-460	-220	15143.603	15143.643	0.039	143.60	-
MURRAY_MOUTH	grid	-460	-200	15144.496	15144.455	-0.041	144.50	-
MURRAY_MOUTH	grid	-460	-180	15145.385	15145.348	-0.037	145.39	-
MURRAY_MOUTH	grid	-460	-160	15146.602	15146.547	-0.054	146.60	-
MURRAY_MOUTH	grid	-460	-140	15147.027	15147.248	0.221	147.03	-
MURRAY_MOUTH	grid	-460	-120	15146.645	15147.058	0.413	146.65	-
MURRAY_MOUTH	grid	-460	-100	15146.413	15146.699	0.286	146.41	-
MURRAY_MOUTH	grid	-460	-80	15146.388	15146.673	0.285	146.39	-
MURRAY_MOUTH	grid	-460	-60	15146.610	15147.159	0.550	146.61	-
MURRAY_MOUTH	grid	-460	-40	15147.140	15147.560	0.421	147.14	-
MURRAY_MOUTH	grid	-460	-20	15147.968	15148.172	0.204	147.97	-
MURRAY_MOUTH	grid	-460	0	15149.075	15149.409	0.334	149.08	-
MURRAY_MOUTH	grid	-460	20	15150.438	15150.672	0.234	150.44	-
MURRAY_MOUTH	grid	-460	40	15151.989	15151.969	-0.020	151.99	-
MURRAY_MOUTH	grid	-460	60	15153.644	15153.585	-0.059	153.64	-
MURRAY_MOUTH	grid	-460	80	15155.318	15155.276	-0.042	155.32	-
MURRAY_MOUTH	grid	-460	100	15156.921	15156.943	0.022	156.92	-
MURRAY_MOUTH	grid	-460	120	15158.372	15158.208	-0.164	158.37	-
MURRAY_MOUTH	grid	-460	140	15159.622	15159.500	-0.122	159.62	-
MURRAY_MOUTH	grid	-460	160	15160.604	15160.489	-0.114	160.60	-
MURRAY_MOUTH	grid	-460	180	15161.310	15161.129	-0.181	161.31	-
MURRAY_MOUTH	grid	-460	200	15161.752	15161.650	-0.102	161.75	-
MURRAY_MOUTH	grid	-460	220	15161.948	15161.838	-0.109	161.95	-
MURRAY_MOUTH	grid	-460	240	15161.921	15161.773	-0.148	161.92	-
MURRAY_MOUTH	grid	-460	260	15161.731	15161.678	-0.053	161.73	-
MURRAY_MOUTH	grid	-460	280	15161.418	15161.360	-0.058	161.42	-
MURRAY_MOUTH	grid	-460	300	15161.006	15160.909	-0.097	161.01	-
MURRAY_MOUTH	grid	-460	320	15160.537	15160.487	-0.050	160.54	-
MURRAY_MOUTH	grid	-460	340	15160.020	15159.971	-0.048	160.02	-
MURRAY_MOUTH	grid	-460	360	15159.453	15159.385	-0.068	159.45	-
MURRAY_MOUTH	grid	-460	380	15158.832	15158.798	-0.034	158.83	-
MURRAY_MOUTH	grid	-460	400	15158.142	15157.989	-0.153	158.14	-
MURRAY_MOUTH	grid	-460	420	15157.364	15157.166	-0.198	157.36	-
MURRAY_MOUTH	grid	-460	440	15156.468	15156.370	-0.097	156.47	-
MURRAY_MOUTH	grid	-460	460	15155.445	15155.161	-0.284	155.44	-
MURRAY_MOUTH	grid	-460	480	15154.282	15153.953	-0.329	154.28	-
MURRAY_MOUTH	grid	-460	500	15152.974	15152.844	-0.129	152.97	-
MURRAY_MOUTH	grid	-440	-500	15139.653	15139.623	-0.030	139.65	-
MURRAY_MOUTH	grid	-440	-480	15139.653	15139.607	-0.046	139.65	-
MURRAY_MOUTH	grid	-440	-460	15139.653	15139.607	-0.046	139.65	-
MURRAY_MOUTH	grid	-440	-440	15139.653	15139.635	-0.018	139.65	-
MURRAY_MOUTH	grid	-440	-420	15139.653	15139.620	-0.033	139.65	-
MURRAY_MOUTH	grid	-440	-400	15139.653	15139.624	-0.029	139.65	-
MURRAY_MOUTH	grid	-440	-380	15139.653	15139.658	0.005	139.65	-
MURRAY_MOUTH	grid	-440	-360	15139.653	15139.908	0.255	139.65	-
MURRAY_MOUTH	grid	-440	-340	15139.720	15140.157	0.437	139.72	-
MURRAY_MOUTH	grid	-440	-320	15140.466	15140.433	-0.033	140.47	-
MURRAY_MOUTH	grid	-440	-300	15141.062	15141.108	0.046	141.06	-
MURRAY_MOUTH	grid	-440	-280	15141.506	15141.690	0.184	141.51	-
MURRAY_MOUTH	grid	-440	-260	15142.202	15142.300	0.098	142.20	-
MURRAY_MOUTH	grid	-440	-240	15142.989	15142.999	0.011	142.99	-
MURRAY_MOUTH	grid	-440	-220	15143.818	15143.836	0.018	143.82	-
MURRAY_MOUTH	grid	-440	-200	15144.679	15144.753	0.074	144.68	-
MURRAY_MOUTH	grid	-440	-180	15145.548	15145.322	-0.226	145.55	-
MURRAY_MOUTH	grid	-440	-160	15147.237	15145.918	-1.320	147.24	-
MURRAY_MOUTH	grid	-440	-140	15146.859	15146.971	0.112	146.86	-
MURRAY_MOUTH	grid	-440	-120	15146.553	15146.781	0.228	146.55	-
MURRAY_MOUTH	grid	-440	-100	15146.394	15146.618	0.224	146.39	-
MURRAY_MOUTH	grid	-440	-80	15146.453	15146.523	0.070	146.45	-
MURRAY_MOUTH	grid	-440	-60	15146.792	15147.041	0.249	146.79	-
MURRAY_MOUTH	grid	-440	-40	15147.431	15147.670	0.238	147.43	-
MURRAY_MOUTH	grid	-440	-20	15148.385	15148.525	0.139	148.39	-
MURRAY_MOUTH	grid	-440	0	15149.656	15150.036	0.380	149.66	-
MURRAY_MOUTH	grid	-440	20	15151.197	15151.434	0.236	151.20	-
MURRAY_MOUTH	grid	-440	40	15152.942	15153.002	0.060	152.94	-
MURRAY_MOUTH	grid	-440	60	15154.815	15155.124	0.310	154.81	-
MURRAY_MOUTH	grid	-440	80	15156.721	15156.816	0.095	156.72	-
MURRAY_MOUTH	grid	-440	100	15158.568	15158.514	-0.054	158.57	-
MURRAY_MOUTH	grid	-440	120	15160.274	15160.173	-0.101	160.27	-
MURRAY_MOUTH	grid	-440	140	15161.749	15161.695	-0.054	161.75	-
MURRAY_MOUTH	grid	-440	160	15162.955	15162.850	-0.105	162.96	-
MURRAY_MOUTH	grid	-440	180	15163.877	15163.577	-0.300	163.88	-
MURRAY_MOUTH	grid	-440	200	15164.499	15164.330	-0.169	164.50	-
MURRAY_MOUTH	grid	-440	220	15164.829	15164.744	-0.085	164.83	-
MURRAY_MOUTH	grid	-440	240	15164.928	15164.679	-0.249	164.93	-
MURRAY_MOUTH	grid	-440	260	15164.823	15164.647	-0.176	164.82	-
MURRAY_MOUTH	grid	-440	280	15164.550	15164.489	-0.061	164.55	-
MURRAY_MOUTH	grid	-440	300	15164.162	15164.031	-0.130	164.16	-
MURRAY_MOUTH	grid	-440	320	15163.684	15163.601	-0.083	163.68	-
MURRAY_MOUTH	grid	-440	340	15163.131	15163.043	-0.088	163.13	-
MURRAY_MOUTH	grid	-440	360	15162.516	15162.306	-0.210	162.52	-
MURRAY_MOUTH	grid	-440	380	15161.830	15161.703	-0.127	161.83	-
MURRAY_MOUTH	grid	-440	400	15161.064	15160.931	-0.133	161.06	-
MURRAY_MOUTH	grid	-440	420	15160.196	15159.845	-0.351	160.20	-
MURRAY_MOUTH	grid	-440	440	15159.214	15158.992	-0.223	159.21	-
MURRAY_MOUTH	grid	-440	460	15158.105	15157.964	-0.141	158.10	-
MURRAY_MOUTH	grid	-440	480	15156.851	15156.549	-0.301	156.85	-
MURRAY_MOUTH	grid	-440	500	15155.454	15155.193	-0.262	155.45	-
MURRAY_MOUTH	grid	-420	-500	15139.653	15139.639	-0.014	139.65	-
MURRAY_MOUTH	grid	-420	-480	15139.653	15139.626	-0.027	139.65	-
MURRAY_MOUTH	grid	-420	-460	15139.653	15139.611	-0.041	139.65	-
MURRAY_MOUTH	grid	-420	-440	15139.653	15139.624	-0.029	139.65	-
MURRAY_MOUTH	grid	-420	-420	15139.653	15139.681	0.028	139.65	-
MURRAY_MOUTH	grid	-420	-400	15139.653	15139.702	0.049	139.65	-
MURRAY_MOUTH	grid	-420	-380	15139.653	15139.738	0.085	139.65	-
MURRAY_MOUTH	grid	-420	-360	15139.653	15140.098	0.445	139.65	-
MURRAY_MOUTH	grid	-420	-340	15139.844	15140.550	0.707	139.84	-
MURRAY_MOUTH	grid	-420	-320	15140.548	15140.826	0.278	140.55	-
MURRAY_MOUTH	grid	-420	-300	15141.429	15141.427	-0.001	141.43	-
MURRAY_MOUTH	grid	-420	-280	15142.180	15142.166	-0.014	142.18	-
MURRAY_MOUTH	grid	-420	-260	15142.781	15142.833	0.052	142.78	-
MURRAY_MOUTH	grid	-420	-240	15143.456	15143.518	0.062	143.46	-
MURRAY_MOUTH	grid	-420	-220	15144.212	15144.245	0.032	144.21	-
MURRAY_MOUTH	grid	-420	-200	15145.008	15144.999	-0.008	145.01	-
MURRAY_MOUTH	grid	-420	-180	15145.885	15145.647	-0.238	145.88	-
MURRAY_MOUTH	grid	-420	-160	15147.098	15146.161	-0.937	147.10	-
MURRAY_MOUTH	grid	-420	-140	15146.801	15146.693	-0.108	146.80	-
MURRAY_MOUTH	grid	-420	-120	15146.548	15146.781	0.233	146.55	-
MURRAY_MOUTH	grid	-420	-100	15146.451	15146.705	0.253	146.45	-
MURRAY_MOUTH	grid	-420	-80	15146.585	15146.655	0.070	146.58	-
MURRAY_MOUTH	grid	-420	-60	15146.996	15147.481	0.486	147.00	-
MURRAY_MOUTH	grid	-420	-40	15147.718	15148.199	0.480	147.72	-
MURRAY_MOUTH	grid	-420	-20	15148.793	15148.854	0.061	148.79	-
MURRAY_MOUTH	grid	-420	0	15150.196	15150.588	0.392	150.20	-
MURRAY_MOUTH	grid	-420	20	15151.886	15152.405	0.519	151.89	-
MURRAY_MOUTH	grid	-420	40	15153.812	15153.830	0.018	153.81	-
MURRAY_MOUTH	grid	-420	60	15155.890	15155.941	0.051	155.89	-
MURRAY_MOUTH	grid	-420	80	15158.018	15158.121	0.103	158.02	-
MURRAY_MOUTH	grid	-420	100	15160.109	15160.102	-0.007	160.11	-
MURRAY_MOUTH	grid	-420	120	15162.053	15161.764	-0.289	162.05	-
MURRAY_MOUTH	grid	-420	140	15163.775	15163.451	-0.324	163.78	-
MURRAY_MOUTH	grid	-420	160	15165.234	15165.223	-0.010	165.23	-
MURRAY_MOUTH	grid	-420	180	15166.374	15166.060	-0.313	166.37	-
MURRAY_MOUTH	grid	-420	200	15167.185	15166.867	-0.318	167.18	-
MURRAY_MOUTH	grid	-420	220	15167.697	15167.680	-0.018	167.70	-
MURRAY_MOUTH	grid	-420	240	15167.939	15167.742	-0.197	167.94	-
MURRAY_MOUTH	grid	-420	260	15167.924	15167.730	-0.194	167.92	-
MURRAY_MOUTH	grid	-420	280	15167.720	15167.717	-0.003	167.72	-
MURRAY_MOUTH	grid	-420	300	15167.367	15167.194	-0.173	167.37	-
MURRAY_MOUTH	grid	-420	320	15166.886	15166.731	-0.155	166.89	-
MURRAY_MOUTH	grid	-420	340	15166.305	15166.294	-0.012	166.31	-
MURRAY_MOUTH	grid	-420	360	15165.639	15165.468	-0.171	165.64	-
MURRAY_MOUTH	grid	-420	380	15164.887	15164.669	-0.218	164.89	-
MURRAY_MOUTH	grid	-420	400	15164.038	15164.008	-0.030	164.04	-
MURRAY_MOUTH	grid	-420	420	15163.087	15162.922	-0.166	163.09	-
MURRAY_MOUTH	grid	-420	440	15162.018	15161.863	-0.155	162.02	-
MURRAY_MOUTH	grid	-420	460	15160.818	15160.795	-0.023	160.82	-
MURRAY_MOUTH	grid	-420	480	15159.477	15159.309	-0.168	159.48	-
MURRAY_MOUTH	grid	-420	500	15158.002	15157.845	-0.156	158.00	-
MURRAY_MOUTH	grid	-400	-500	15139.653	15139.607	-0.045	139.65	-
MURRAY_MOUTH	grid	-400	-480	15139.653	15139.613	-0.039	139.65	-
MURRAY_MOUTH	grid	-400	-460	15139.653	15139.594	-0.059	139.65	-
MURRAY_MOUTH	grid	-400	-440	15139.653	15139.606	-0.047	139.65	-
MURRAY_MOUTH	grid	-400	-420	15139.653	15139.656	0.003	139.65	-
MURRAY_MOUTH	grid	-400	-400	15139.653	15139.749	0.097	139.65	-
MURRAY_MOUTH	grid	-400	-380	15139.655	15139.845	0.190	139.65	-
MURRAY_MOUTH	grid	-400	-360	15139.736	15140.094	0.358	139.74	-
MURRAY_MOUTH	grid	-400	-340	15140.317	15140.613	0.296	140.32	-
MURRAY_MOUTH	grid	-400	-320	15141.010	15141.160	0.150	141.01	-
MURRAY_MOUTH	grid	-400	-300	15141.721	15141.742	0.021	141.72	-
MURRAY_MOUTH	grid	-400	-280	15142.526	15142.490	-0.037	142.53	-
MURRAY_MOUTH	grid	-400	-260	15143.365	15143.272	-0.094	143.37	-
MURRAY_MOUTH	grid	-400	-240	15144.051	15144.089	0.038	144.05	-
MURRAY_MOUTH	grid	-400	-220	15144.728	15144.826	0.098	144.73	-
MURRAY_MOUTH	grid	-400	-200	15145.455	15145.590	0.136	145.45	-
MURRAY_MOUTH	grid	-400	-180	15146.853	15145.865	-0.988	146.85	-
MURRAY_MOUTH	grid	-400	-160	15147.128	15146.004	-1.124	147.13	-
MURRAY_MOUTH	grid	-400	-140	15146.826	15146.537	-0.289	146.83	-
MURRAY_MOUTH	grid	-400	-120	15146.612	15146.820	0.208	146.61	-
MURRAY_MOUTH	grid	-400	-100	15146.565	15146.928	0.363	146.57	-
MURRAY_MOUTH	grid	-400	-80	15146.741	15146.917	0.176	146.74	-
MURRAY_MOUTH	grid	-400	-60	15147.200	15147.489	0.289	147.20	-
MURRAY_MOUTH	grid	-400	-40	15148.003	15148.462	0.460	148.00	-
MURRAY_MOUTH	grid	-400	-20	15149.163	15149.410	0.248	149.16	-
MURRAY_MOUTH	grid	-400	0	15150.663	15150.840	0.177	150.66	-
MURRAY_MOUTH	grid	-400	20	15152.487	15152.706	0.219	152.49	-
MURRAY_MOUTH	grid	-400	40	15154.576	15154.632	0.056	154.58	-
MURRAY_MOUTH	grid	-400	60	15156.838	15156.871	0.032	156.84	-
MURRAY_MOUTH	grid	-400	80	15159.180	15159.133	-0.047	159.18	-
MURRAY_MOUTH	grid	-400	100	15161.497	15161.423	-0.074	161.50	-
MURRAY_MOUTH	grid	-400	120	15163.689	15163.637	-0.052	163.69	-
MURRAY_MOUTH	grid	-400	140	15165.678	15165.458	-0.220	165.68	-
MURRAY_MOUTH	grid	-400	160	15167.387	15167.245	-0.143	167.39	-
MURRAY_MOUTH	grid	-400	180	15168.763	15168.526	-0.237	168.76	-
MURRAY_MOUTH	grid	-400	200	15169.807	15169.578	-0.229	169.81	-
MURRAY_MOUTH	grid	-400	220	15170.529	15170.412	-0.117	170.53	-
MURRAY_MOUTH	grid	-400	240	15170.909	15170.680	-0.229	170.91	-
MURRAY_MOUTH	grid	-400	260	15171.028	15170.788	-0.240	171.03	-
MURRAY_MOUTH	grid	-400	280	15170.920	15170.858	-0.062	170.92	-
MURRAY_MOUTH	grid	-400	300	15170.608	15170.458	-0.150	170.61	-
MURRAY_MOUTH	grid	-400	320	15170.139	15169.962	-0.177	170.14	-
MURRAY_MOUTH	grid	-400	340	15169.540	15169.493	-0.046	169.54	-
MURRAY_MOUTH	grid	-400	360	15168.830	15168.717	-0.113	168.83	-
MURRAY_MOUTH	grid	-400	380	15168.009	15167.858	-0.152	168.01	-
MURRAY_MOUTH	grid	-400	400	15167.081	15167.025	-0.056	167.08	-
MURRAY_MOUTH	grid	-400	420	15166.043	15165.750	-0.293	166.04	-
MURRAY_MOUTH	grid	-400	440	15164.878	15164.611	-0.267	164.88	-
MURRAY_MOUTH	grid	-400	460	15163.587	15163.499	-0.089	163.59	-
MURRAY_MOUTH	grid	-400	480	15162.161	15161.862	-0.298	162.16	-
MURRAY_MOUTH	grid	-400	500	15160.605	15160.280	-0.325	160.61	-
MURRAY_MOUTH	grid	-380	-500	15139.653	15139.603	-0.050	139.65	-
MURRAY_MOUTH	grid	-380	-480	15139.653	15139.630	-0.023	139.65	-
MURRAY_MOUTH	grid	-380	-460	15139.653	15139.610	-0.043	139.65	-
MURRAY_MOUTH	grid	-380	-440	15139.653	15139.618	-0.035	139.65	-
MURRAY_MOUTH	grid	-380	-420	15139.653	15139.657	0.005	139.65	-
MURRAY_MOUTH	grid	-380	-400	15139.653	15139.773	0.120	139.65	-
MURRAY_MOUTH	grid	-380	-380	15139.890	15140.017	0.127	139.89	-
MURRAY_MOUTH	grid	-380	-360	15140.328	15140.328	-0.000	140.33	-
MURRAY_MOUTH	grid	-380	-340	15140.767	15140.911	0.144	140.77	-
MURRAY_MOUTH	grid	-380	-320	15141.480	15141.544	0.064	141.48	-
MURRAY_MOUTH	grid	-380	-300	15142.260	15142.209	-0.051	142.26	-
MURRAY_MOUTH	grid	-380	-280	15142.967	15142.923	-0.044	142.97	-
MURRAY_MOUTH	grid	-380	-260	15143.733	15143.705	-0.028	143.73	-
MURRAY_MOUTH	grid	-380	-240	15144.537	15144.522	-0.015	144.54	-
MURRAY_MOUTH	grid	-380	-220	15145.311	15145.388	0.077	145.31	-
MURRAY_MOUTH	grid	-380	-200	15146.544	15146.220	-0.324	146.54	-
MURRAY_MOUTH	grid	-380	-180	15147.480	15146.743	-0.737	147.48	-
MURRAY_MOUTH	grid	-380	-160	15147.181	15146.613	-0.569	147.18	-
MURRAY_MOUTH	grid	-380	-140	15146.904	15146.509	-0.395	146.90	-
MURRAY_MOUTH	grid	-380	-120	15146.724	15146.815	0.091	146.72	-
MURRAY_MOUTH	grid	-380	-100	15146.700	15146.923	0.224	146.70	-
MURRAY_MOUTH	grid	-380	-80	15146.901	15147.059	0.158	146.90	-
MURRAY_MOUTH	grid	-380	-60	15147.408	15147.589	0.181	147.41	-
MURRAY_MOUTH	grid	-380	-40	15148.256	15148.627	0.372	148.26	-
MURRAY_MOUTH	grid	-380	-20	15149.463	15149.693	0.230	149.46	-
MURRAY_MOUTH	grid	-380	0	15151.049	15151.259	0.209	151.05	-
MURRAY_MOUTH	grid	-380	20	15152.988	15153.388	0.400	152.99	-
MURRAY_MOUTH	grid	-380	40	15155.207	15155.362	0.155	155.21	-
MURRAY_MOUTH	grid	-380	60	15157.638	15157.655	0.017	157.64	-
MURRAY_MOUTH	grid	-380	80	15160.175	15160.391	0.216	160.18	-
MURRAY_MOUTH	grid	-380	100	15162.716	15162.725	0.009	162.72	-
MURRAY_MOUTH	grid	-380	120	15165.168	15164.979	-0.189	165.17	-
